1,5,12/26/06 23:18:08,1,37,1/09/07 23:18:08,12/31/06 23:18:08,NULL,NULL,NULL,NULL
1,5,1/09/07 23:18:08,1,37,1/23/07 23:18:08,1/14/07 23:18:08,NULL,NULL,NULL,NULL
1,5,1/23/07 23:18:08,1,37,2/06/07 23:18:08,1/28/07 23:18:08,NULL,NULL,NULL,NULL
1,5,2/06/07 23:18:08,1,37,2/20/07 23:18:08,2/11/07 23:18:08,NULL,NULL,NULL,NULL
1,5,2/20/07 23:18:08,1,37,3/06/07 23:18:08,2/25/07 23:18:08,NULL,NULL,NULL,NULL
1,5,3/06/07 23:18:08,1,37,3/20/07 23:18:08,3/11/07 23:18:08,NULL,NULL,NULL,NULL
1,5,3/20/07 23:18:08,1,37,4/03/07 23:18:08,3/25/07 23:18:08,NULL,NULL,NULL,NULL
1,5,4/03/07 23:18:08,1,37,4/17/07 23:18:08,4/08/07 23:18:08,NULL,NULL,NULL,NULL
1,5,4/17/07 23:18:08,1,37,5/01/07 23:18:08,4/22/07 23:18:08,NULL,NULL,NULL,NULL
1,5,5/01/07 23:18:08,1,37,5/15/07 23:18:08,5/06/07 23:18:08,NULL,NULL,NULL,NULL
1,5,5/15/07 23:18:08,1,37,5/29/07 23:18:08,5/20/07 23:18:08,NULL,NULL,NULL,NULL
1,5,5/29/07 23:18:08,1,37,6/12/07 23:18:08,6/03/07 23:18:08,NULL,NULL,NULL,NULL
1,5,6/12/07 23:18:08,1,37,6/26/07 23:18:08,6/17/07 23:18:08,NULL,NULL,NULL,NULL
1,5,6/26/07 23:18:08,1,37,7/10/07 23:18:08,7/01/07 23:18:08,NULL,NULL,NULL,NULL
1,5,7/10/07 23:18:08,1,37,7/24/07 23:18:08,7/15/07 23:18:08,NULL,NULL,NULL,NULL
1,5,7/24/07 23:18:08,1,37,8/07/07 23:18:08,7/29/07 23:18:08,NULL,NULL,NULL,NULL
1,5,8/07/07 23:18:08,1,37,8/21/07 23:18:08,8/12/07 23:18:08,NULL,NULL,NULL,NULL
1,5,8/21/07 23:18:08,1,37,9/04/07 23:18:08,8/26/07 23:18:08,NULL,NULL,NULL,NULL
1,5,9/04/07 23:18:08,1,37,9/18/07 23:18:08,9/09/07 23:18:08,NULL,NULL,NULL,NULL
1,5,9/18/07 23:18:08,1,37,10/02/07 23:18:08,9/23/07 23:18:08,NULL,NULL,NULL,NULL
1,5,10/02/07 23:18:08,1,37,10/16/07 23:18:08,10/07/07 23:18:08,NULL,NULL,NULL,NULL
1,5,10/16/07 23:18:08,1,37,10/30/07 23:18:08,10/21/07 23:18:08,NULL,NULL,NULL,NULL
1,5,10/30/07 23:18:08,1,37,11/13/07 23:18:08,11/04/07 23:18:08,NULL,NULL,NULL,NULL
1,5,11/13/07 23:18:08,1,37,11/27/07 23:18:08,11/18/07 23:18:08,NULL,NULL,NULL,NULL
1,5,11/27/07 23:18:08,1,37,12/11/07 23:18:08,12/02/07 23:18:08,NULL,NULL,NULL,NULL
1,5,12/11/07 23:18:08,1,37,12/25/07 23:18:08,12/16/07 23:18:08,NULL,NULL,NULL,NULL
1,10,12/31/06 23:18:08,1,73,1/14/07 23:18:08,1/10/07 23:18:08,NULL,NULL,NULL,NULL
1,10,1/14/07 23:18:08,1,73,1/28/07 23:18:08,1/24/07 23:18:08,NULL,NULL,NULL,NULL
1,10,1/28/07 23:18:08,1,73,2/11/07 23:18:08,2/07/07 23:18:08,NULL,NULL,NULL,NULL
1,10,2/11/07 23:18:08,1,73,2/25/07 23:18:08,2/21/07 23:18:08,NULL,NULL,NULL,NULL
1,10,2/25/07 23:18:08,1,73,3/11/07 23:18:08,3/07/07 23:18:08,NULL,NULL,NULL,NULL
1,10,3/11/07 23:18:08,1,73,3/25/07 23:18:08,3/21/07 23:18:08,NULL,NULL,NULL,NULL
1,10,3/25/07 23:18:08,1,73,4/08/07 23:18:08,4/04/07 23:18:08,NULL,NULL,NULL,NULL
1,10,4/08/07 23:18:08,1,73,4/22/07 23:18:08,4/18/07 23:18:08,NULL,NULL,NULL,NULL
1,10,4/22/07 23:18:08,1,73,5/06/07 23:18:08,5/02/07 23:18:08,NULL,NULL,NULL,NULL
1,10,5/06/07 23:18:08,1,73,5/20/07 23:18:08,5/16/07 23:18:08,NULL,NULL,NULL,NULL
1,10,5/20/07 23:18:08,1,73,6/03/07 23:18:08,5/30/07 23:18:08,NULL,NULL,NULL,NULL
1,10,6/03/07 23:18:08,1,73,6/17/07 23:18:08,6/13/07 23:18:08,NULL,NULL,NULL,NULL
1,10,6/17/07 23:18:08,1,73,7/01/07 23:18:08,6/27/07 23:18:08,NULL,NULL,NULL,NULL
1,10,7/01/07 23:18:08,1,73,7/15/07 23:18:08,7/11/07 23:18:08,NULL,NULL,NULL,NULL
1,10,7/15/07 23:18:08,1,73,7/29/07 23:18:08,7/25/07 23:18:08,NULL,NULL,NULL,NULL
1,10,7/29/07 23:18:08,1,73,8/12/07 23:18:08,8/08/07 23:18:08,NULL,NULL,NULL,NULL
1,10,8/12/07 23:18:08,1,73,8/26/07 23:18:08,8/22/07 23:18:08,NULL,NULL,NULL,NULL
1,10,8/26/07 23:18:08,1,73,9/09/07 23:18:08,9/05/07 23:18:08,NULL,NULL,NULL,NULL
1,10,9/09/07 23:18:08,1,73,9/23/07 23:18:08,9/19/07 23:18:08,NULL,NULL,NULL,NULL
1,10,9/23/07 23:18:08,1,73,10/07/07 23:18:08,10/03/07 23:18:08,NULL,NULL,NULL,NULL
1,10,10/07/07 23:18:08,1,73,10/21/07 23:18:08,10/17/07 23:18:08,NULL,NULL,NULL,NULL
1,10,10/21/07 23:18:08,1,73,11/04/07 23:18:08,10/31/07 23:18:08,NULL,NULL,NULL,NULL
1,10,11/04/07 23:18:08,1,73,11/18/07 23:18:08,11/14/07 23:18:08,NULL,NULL,NULL,NULL
1,10,11/18/07 23:18:08,1,73,12/02/07 23:18:08,11/28/07 23:18:08,NULL,NULL,NULL,NULL
1,10,12/02/07 23:18:08,1,73,12/16/07 23:18:08,12/12/07 23:18:08,NULL,NULL,NULL,NULL
1,10,12/16/07 23:18:08,1,73,12/30/07 23:18:08,12/26/07 23:18:08,NULL,NULL,NULL,NULL
2,4,12/29/06 23:18:08,1,59,1/12/07 23:18:08,1/06/07 23:18:08,NULL,NULL,NULL,NULL
2,4,1/12/07 23:18:08,1,59,1/26/07 23:18:08,1/20/07 23:18:08,NULL,NULL,NULL,NULL
2,4,1/26/07 23:18:08,1,59,2/09/07 23:18:08,2/03/07 23:18:08,NULL,NULL,NULL,NULL
2,4,2/09/07 23:18:08,1,59,2/23/07 23:18:08,2/17/07 23:18:08,NULL,NULL,NULL,NULL
2,4,2/23/07 23:18:08,1,59,3/09/07 23:18:08,3/03/07 23:18:08,NULL,NULL,NULL,NULL
2,4,3/09/07 23:18:08,1,59,3/23/07 23:18:08,3/17/07 23:18:08,NULL,NULL,NULL,NULL
2,4,3/23/07 23:18:08,1,59,4/06/07 23:18:08,3/31/07 23:18:08,NULL,NULL,NULL,NULL
2,4,4/06/07 23:18:08,1,59,4/20/07 23:18:08,4/14/07 23:18:08,NULL,NULL,NULL,NULL
2,4,4/20/07 23:18:08,1,59,5/04/07 23:18:08,4/28/07 23:18:08,NULL,NULL,NULL,NULL
2,4,5/04/07 23:18:08,1,59,5/18/07 23:18:08,5/12/07 23:18:08,NULL,NULL,NULL,NULL
2,4,5/18/07 23:18:08,1,59,6/01/07 23:18:08,5/26/07 23:18:08,NULL,NULL,NULL,NULL
2,4,6/01/07 23:18:08,1,59,6/15/07 23:18:08,6/09/07 23:18:08,NULL,NULL,NULL,NULL
2,4,6/15/07 23:18:08,1,59,6/29/07 23:18:08,6/23/07 23:18:08,NULL,NULL,NULL,NULL
2,4,6/29/07 23:18:08,1,59,7/13/07 23:18:08,7/07/07 23:18:08,NULL,NULL,NULL,NULL
2,4,7/13/07 23:18:08,1,59,7/27/07 23:18:08,7/21/07 23:18:08,NULL,NULL,NULL,NULL
2,4,7/27/07 23:18:08,1,59,8/10/07 23:18:08,8/04/07 23:18:08,NULL,NULL,NULL,NULL
2,4,8/10/07 23:18:08,1,59,8/24/07 23:18:08,8/18/07 23:18:08,NULL,NULL,NULL,NULL
2,4,8/24/07 23:18:08,1,59,9/07/07 23:18:08,9/01/07 23:18:08,NULL,NULL,NULL,NULL
2,4,9/07/07 23:18:08,1,59,9/21/07 23:18:08,9/15/07 23:18:08,NULL,NULL,NULL,NULL
2,4,9/21/07 23:18:08,1,59,10/05/07 23:18:08,9/29/07 23:18:08,NULL,NULL,NULL,NULL
2,4,10/05/07 23:18:08,1,59,10/19/07 23:18:08,10/13/07 23:18:08,NULL,NULL,NULL,NULL
2,4,10/19/07 23:18:08,1,59,11/02/07 23:18:08,10/27/07 23:18:08,NULL,NULL,NULL,NULL
2,4,11/02/07 23:18:08,1,59,11/16/07 23:18:08,11/10/07 23:18:08,NULL,NULL,NULL,NULL
2,4,11/16/07 23:18:08,1,59,11/30/07 23:18:08,11/24/07 23:18:08,NULL,NULL,NULL,NULL
2,4,11/30/07 23:18:08,1,59,12/14/07 23:18:08,12/08/07 23:18:08,NULL,NULL,NULL,NULL
2,4,12/14/07 23:18:08,1,59,12/28/07 23:18:08,12/22/07 23:18:08,NULL,NULL,NULL,NULL
2,9,12/23/06 23:18:08,1,130,1/06/07 23:18:08,12/25/06 23:18:08,NULL,NULL,NULL,NULL
2,9,1/06/07 23:18:08,1,130,1/20/07 23:18:08,1/08/07 23:18:08,NULL,NULL,NULL,NULL
2,9,1/20/07 23:18:08,1,130,2/03/07 23:18:08,1/22/07 23:18:08,NULL,NULL,NULL,NULL
2,9,2/03/07 23:18:08,1,130,2/17/07 23:18:08,2/05/07 23:18:08,NULL,NULL,NULL,NULL
2,9,2/17/07 23:18:08,1,130,3/03/07 23:18:08,2/19/07 23:18:08,NULL,NULL,NULL,NULL
2,9,3/03/07 23:18:08,1,130,3/17/07 23:18:08,3/05/07 23:18:08,NULL,NULL,NULL,NULL
2,9,3/17/07 23:18:08,1,130,3/31/07 23:18:08,3/19/07 23:18:08,NULL,NULL,NULL,NULL
2,9,3/31/07 23:18:08,1,130,4/14/07 23:18:08,4/02/07 23:18:08,NULL,NULL,NULL,NULL
2,9,4/14/07 23:18:08,1,130,4/28/07 23:18:08,4/16/07 23:18:08,NULL,NULL,NULL,NULL
2,9,4/28/07 23:18:08,1,130,5/12/07 23:18:08,4/30/07 23:18:08,NULL,NULL,NULL,NULL
2,9,5/12/07 23:18:08,1,130,5/26/07 23:18:08,5/14/07 23:18:08,NULL,NULL,NULL,NULL
2,9,5/26/07 23:18:08,1,130,6/09/07 23:18:08,5/28/07 23:18:08,NULL,NULL,NULL,NULL
2,9,6/09/07 23:18:08,1,130,6/23/07 23:18:08,6/11/07 23:18:08,NULL,NULL,NULL,NULL
2,9,6/23/07 23:18:08,1,130,7/07/07 23:18:08,6/25/07 23:18:08,NULL,NULL,NULL,NULL
2,9,7/07/07 23:18:08,1,130,7/21/07 23:18:08,7/09/07 23:18:08,NULL,NULL,NULL,NULL
2,9,7/21/07 23:18:08,1,130,8/04/07 23:18:08,7/23/07 23:18:08,NULL,NULL,NULL,NULL
2,9,8/04/07 23:18:08,1,130,8/18/07 23:18:08,8/06/07 23:18:08,NULL,NULL,NULL,NULL
2,9,8/18/07 23:18:08,1,130,9/01/07 23:18:08,8/20/07 23:18:08,NULL,NULL,NULL,NULL
2,9,9/01/07 23:18:08,1,130,9/15/07 23:18:08,9/03/07 23:18:08,NULL,NULL,NULL,NULL
2,9,9/15/07 23:18:08,1,130,9/29/07 23:18:08,9/17/07 23:18:08,NULL,NULL,NULL,NULL
2,9,9/29/07 23:18:08,1,130,10/13/07 23:18:08,10/01/07 23:18:08,NULL,NULL,NULL,NULL
2,9,10/13/07 23:18:08,1,130,10/27/07 23:18:08,10/15/07 23:18:08,NULL,NULL,NULL,NULL
2,9,10/27/07 23:18:08,1,130,11/10/07 23:18:08,10/29/07 23:18:08,NULL,NULL,NULL,NULL
