1,1,12/26/2006 23:18,1,37,1/9/2007 23:18,12/31/2006 23:18
1,2,1/9/2007 23:18,1,37,1/23/2007 23:18,1/14/2007 23:18
1,3,1/23/2007 23:18,1,37,2/6/2007 23:18,1/28/2007 23:18
1,4,2/6/2007 23:18,1,37,2/20/2007 23:18,2/11/2007 23:18
1,5,2/20/2007 23:18,1,37,3/6/2007 23:18,2/25/2007 23:18
1,6,3/6/2007 23:18,1,37,3/20/2007 23:18,3/11/2007 23:18
1,7,3/20/2007 23:18,1,37,4/3/2007 23:18,3/25/2007 23:18
1,8,4/3/2007 23:18,1,37,4/17/2007 23:18,4/8/2007 23:18
1,9,4/17/2007 23:18,1,37,5/1/2007 23:18,4/22/2007 23:18
1,10,5/1/2007 23:18,1,37,5/15/2007 23:18,5/6/2007 23:18
1,11,5/15/2007 23:18,1,37,5/29/2007 23:18,5/20/2007 23:18
1,12,5/29/2007 23:18,1,37,6/12/2007 23:18,6/3/2007 23:18
1,13,6/12/2007 23:18,1,37,6/26/2007 23:18,6/17/2007 23:18
1,14,6/26/2007 23:18,1,37,7/10/2007 23:18,7/1/2007 23:18
1,15,7/10/2007 23:18,1,37,7/24/2007 23:18,7/15/2007 23:18
1,16,7/24/2007 23:18,1,37,8/7/2007 23:18,7/29/2007 23:18
1,17,8/7/2007 23:18,1,37,8/21/2007 23:18,8/12/2007 23:18
1,18,8/21/2007 23:18,1,37,9/4/2007 23:18,8/26/2007 23:18
1,19,9/4/2007 23:18,1,37,9/18/2007 23:18,9/9/2007 23:18
1,20,9/18/2007 23:18,1,37,10/2/2007 23:18,9/23/2007 23:18
1,21,10/2/2007 23:18,1,37,10/16/2007 23:18,10/7/2007 23:18
1,22,10/16/2007 23:18,1,37,10/30/2007 23:18,10/21/2007 23:18
1,23,10/30/2007 23:18,1,37,11/13/2007 23:18,11/4/2007 23:18
1,24,11/13/2007 23:18,1,37,11/27/2007 23:18,11/18/2007 23:18
1,25,11/27/2007 23:18,1,37,12/11/2007 23:18,12/2/2007 23:18
1,26,12/11/2007 23:18,1,37,12/25/2007 23:18,12/16/2007 23:18
1,27,12/31/2006 23:18,1,73,1/14/2007 23:18,1/10/2007 23:18
1,28,1/14/2007 23:18,1,73,1/28/2007 23:18,1/24/2007 23:18
1,29,1/28/2007 23:18,1,73,2/11/2007 23:18,2/7/2007 23:18
1,30,2/11/2007 23:18,1,73,2/25/2007 23:18,2/21/2007 23:18
1,31,2/25/2007 23:18,1,73,3/11/2007 23:18,3/7/2007 23:18
1,32,3/11/2007 23:18,1,73,3/25/2007 23:18,3/21/2007 23:18
1,33,3/25/2007 23:18,1,73,4/8/2007 23:18,4/4/2007 23:18
1,34,4/8/2007 23:18,1,73,4/22/2007 23:18,4/18/2007 23:18
1,35,4/22/2007 23:18,1,73,5/6/2007 23:18,5/2/2007 23:18
1,36,5/6/2007 23:18,1,73,5/20/2007 23:18,5/16/2007 23:18
1,37,5/20/2007 23:18,1,73,6/3/2007 23:18,5/30/2007 23:18
1,38,6/3/2007 23:18,1,73,6/17/2007 23:18,6/13/2007 23:18
1,39,6/17/2007 23:18,1,73,7/1/2007 23:18,6/27/2007 23:18
1,40,7/1/2007 23:18,1,73,7/15/2007 23:18,7/11/2007 23:18
1,41,7/15/2007 23:18,1,73,7/29/2007 23:18,7/25/2007 23:18
1,42,7/29/2007 23:18,1,73,8/12/2007 23:18,8/8/2007 23:18
1,43,8/12/2007 23:18,1,73,8/26/2007 23:18,8/22/2007 23:18
1,44,8/26/2007 23:18,1,73,9/9/2007 23:18,9/5/2007 23:18
1,45,9/9/2007 23:18,1,73,9/23/2007 23:18,9/19/2007 23:18
1,46,9/23/2007 23:18,1,73,10/7/2007 23:18,10/3/2007 23:18
1,47,10/7/2007 23:18,1,73,10/21/2007 23:18,10/17/2007 23:18
1,48,10/21/2007 23:18,1,73,11/4/2007 23:18,10/31/2007 23:18
1,49,11/4/2007 23:18,1,73,11/18/2007 23:18,11/14/2007 23:18
1,50,11/18/2007 23:18,1,73,12/2/2007 23:18,11/28/2007 23:18
1,51,12/2/2007 23:18,1,73,12/16/2007 23:18,12/12/2007 23:18
1,52,12/16/2007 23:18,1,73,12/30/2007 23:18,12/26/2007 23:18
2,53,12/29/2006 23:18,1,59,1/12/2007 23:18,1/6/2007 23:18
2,54,1/12/2007 23:18,1,59,1/26/2007 23:18,1/20/2007 23:18
2,55,1/26/2007 23:18,1,59,2/9/2007 23:18,2/3/2007 23:18
2,56,2/9/2007 23:18,1,59,2/23/2007 23:18,2/17/2007 23:18
2,57,2/23/2007 23:18,1,59,3/9/2007 23:18,3/3/2007 23:18
